,Word,ConcRating,Mean Sharedness,Absolute Sharedness,Most Rel Words,Sem Feats
27436,sack,4.84,5.666666666666667,"[7, 6, 10, 10, 4, 2, 3, 3, 6]","['pack', 'tote', 'clip', 'wrap', 'bike']","['opening_top_open_front_openings', 'shoulders_shoulder_attached_torso_attaches', 'transportation_used_transporting_goods_transport', 'storage_used_store_storing_equipment', 'holds_items_objects_together_hold', 'bag_type_backpacks_bucket_bags', 'sealed_handshake_airtight_signature_cap', 'portable_handheld_individually_sized_fatality', 'reusable_reused_disposable_rebuilt_annually']"
25544,rake,4.84,7.571428571428571,"[5, 13, 16, 5, 8, 2, 4]","['pail', 'prod', 'vice', 'pick', 'plow']","['soil_turns_conditions_decomposes_furrows', 'tool_categorized_garden_instrument_hand', 'handle_long_handles_knob_leverage', 'gardening_used_mulch_planting_gardens', 'plastic_metal_made_typically_clay', 'tines_prongs_teeth_four_tinnitus', 'adjustable_height_adjusted_width_louvers']"
19902,mice,4.84,8.3,"[19, 14, 7, 18, 4, 4, 4, 3, 6, 4]","['puss', 'lynx', 'wolf', 'hare', 'bats']","['mammal_mammals_small_mammalian_usually', 'fur_fluffy_hair_brown_looks', 'ears_long_tufted_hearing_two', 'tail_short_long_tails_bushy', 'nocturnal_mostly_alleged_behavior_creature', 'rodents_rodent_hunts_mice_catches', 'reproduce_reproduces_quickly_rapidly_able', 'whiskers_sensing_environment_zygote_father', 'teeth_sharp_cogs_fine_wide', 'pest_considered_pests_bites_insect']"
17611,jail,4.83,2.8,"[2, 3, 4, 2, 3]","['mall', 'goon', 'yard', 'fund', 'acre']","['rehabilitation_programs_necessitate_therapy_recover', 'security_personnel_bodyguard_guards_emergency', 'fence_fences_fenced_unfenced_walls', 'prisoners_prison_inmates_convicted_holds', 'managed_private_organizations_operated_government']"
19275,mall,4.83,3,"[4, 4, 2, 3, 4, 2, 3, 1, 4]","['cafe', 'show', 'site', 'jail', 'town']","['urban_areas_found_suburban_located', 'restaurants_food_served_serves_courts', 'parking_sidewalks_garages_offers_cars', 'security_personnel_bodyguard_guards_emergency', 'toilets_restrooms_toilet_disposed_latrines', 'escalators_elevators_ladder_bed_climbing', 'theaters_entertainment_comedy_theater_movies', 'stores_multiple_anchor_contains_includes', 'hosts_events_host_community_promotional']"
14961,hive,4.83,3.5,"[8, 3, 4, 3, 1, 2]","['bees', 'mead', 'balm', 'stub', 'nest']","['trees_tree_uproot_found_leaf', 'beeswax_bees_made_shea_butter', 'bees_attracts_butterflies_bee_pollinators', 'honey_fermented_produce_made_stores', 'hexagonal_cells_crystal_hexadecimal_lattice', 'bee_hives_colony_live_beehives']"
36980,yoke,4.83,3.6,"[10, 4, 2, 1, 1]","['mill', 'bale', 'land', 'plow', 'hull']","['agriculture_used_farming_farmers_agricultural', 'neck_necks_covers_located_back', 'bow_stern_bows_loops_front', 'distributes_load_weight_evenly_changes', 'plowing_shoveling_farming_pathways_roads']"
5189,claw,4.83,3.7,"[7, 8, 4, 4, 3, 3, 2, 2, 1, 3]","['hoof', 'gate', 'kill', 'coop', 'peak']","['predators_predatory_predation_associated_protects', 'found_animals_mammals_horses_deer', 'grasping_objects_hold_grasp_used', 'climbing_climb_used_climbable_climbs', 'hunting_used_lookout_animals_historically', 'used_protection_defense_safety_security', 'fossils_fossilized_fossil_cryptozoology_found', 'keratin_made_species_animal_material', 'retractable_fixed_reloadable_retract_extendable', 'marks_leave_scratches_leaves_scars']"
5520,coke,4.83,4.285714285714286,"[5, 4, 8, 5, 6, 3, 5, 3, 5, 4, 5, 3, 3, 1]","['cola', 'soda', 'beer', 'cake', 'flan']","['promoted_promotion_bonuses_promotions_advertising', 'vending_machines_sold_used_stored', 'beverage_alcoholic_drink_mulled_japanese', 'carbonated_still_sometimes_often_fatal', 'sugar_sugars_sweeteners_contains_diet', 'fructose_syrup_corn_sugar_high', 'ice_served_zamboni_cubes_slides', 'caffeine_contains_varieties_available_caffeinated', 'served_cold_hot_chilled_warm', 'cans_bottles_comes_bottle_served', 'flavors_flavored_vanilla_flavor_comes', 'mixer_cocktails_alcoholic_drinks_used', 'worldwide_marketed_globally_consumed_eaten', 'logo_logos_distinctive_company_branding']"
13606,gnat,4.83,6.833333333333333,"[7, 7, 10, 8, 5, 4]","['moth', 'gull', 'duck', 'bees', 'bird']","['lives_water_near_bodies_land', 'insect_insects_creepy_presence_crawlies', 'flies_fly_wind_speeds_air', 'wings_two_pairs_broad_father', 'light_attracted_ray_rays_circular', 'pest_considered_pests_bites_insect']"
22761,palm,4.83,12,[12],"['fall', 'beet', 'herb', 'vine', 'bush']",['leaves_edible_trees_needle_buds']
19084,lung,4.82,3.4545454545454546,"[5, 10, 3, 4, 4, 3, 4, 2, 1, 1, 1]","['guts', 'aids', 'gill', 'spry', 'coma']","['oxygen_respiration_extracts_produces_water', 'breath_breathing_control_requires_holding', 'vitality_vital_health_oxygenating_blood', 'organ_organs_tissue_part_liver', 'located_cavity_abdominal_rectum_chest', 'smoking_cigarette_puff_smoke_draw', 'diseases_disease_affected_pneumonia_prone', 'gel_alveoli_contains_substance_like', 'respiratory_system_part_bronchopulmonary_pneumostome', 'lobes_right_left_three_lobed', 'ribcage_protected_cage_rib_shielded']"
18293,lava,4.82,3.8333333333333335,"[3, 4, 7, 4, 2, 3]","['waxy', 'mesa', 'neon', 'lint', 'glow']","['room_temperature_solid_solidifies_igneous', 'volcanic_volcanoes_eruptions_volcano_lava', 'melts_heated_molten_rock_melting', 'glow_orange_glows_glowing_red', 'flammable_fire_hazard_fires_cause', 'landform_new_create_landmasses_landmass']"
17943,kiln,4.82,4.75,"[5, 4, 11, 3, 3, 4, 4, 4]","['clay', 'reef', 'damn', 'glue', 'weld']","['used_manufacturing_making_industries_die', 'oven_baked_ovens_if_safe', 'crafts_used_crafting_making_pottery', 'chamber_reservoirs_chambers_creates_reservoir', 'made_materials_metal_various_plaster', 'temperature_control_maintains_constant_controlled', 'loading_unloading_goods_door_load', 'temperature_temperatures_high_sensitive_occurs']"
36926,yard,4.82,4.916666666666667,"[2, 5, 5, 14, 4, 4, 4, 5, 3, 2, 6, 5]","['deck', 'boat', 'glen', 'home', 'luau']","['gardens_grown_pots_garden_planted', 'grass_covered_grassy_turf_grasses', 'may_trees_garden_yard_farmhouse', 'recreation_recreational_used_activities_leisure', 'outdoors_outdoor_activities_held_activity', 'measured_inches_centimeters_meters_feet', 'fence_fences_fenced_unfenced_walls', 'camping_used_gatherings_occasions_outdoor', 'lakes_ponds_water_rivers_lake', 'deck_patio_include_board_surrounding', 'apartment_house_living_quarters_residential', 'landscapes_landscape_landscaped_landscaping_natural']"
33140,tube,4.82,6.5,"[4, 17, 10, 9, 3, 5, 3, 1]","['pipe', 'stud', 'pill', 'wiry', 'bong']","['flexible_rigid_elasticated_functionality_material', 'construction_used_sites_building_demolition', 'glass_made_plastic_metal_sheet', 'used_medical_treat_medicine_medication', 'cylindrical_rectangular_filled_tube_zygote', 'hollow_solid_plant_species_body', 'transports_gases_liquids_fluids_substances', 'systems_pneumatic_mechanical_used_hydraulic']"
19142,mace,4.81,3,"[2, 4, 3, 3, 3]","['bomb', 'maul', 'whip', 'helm', 'bolt']","['chain_yank_flail_chains_connecting', 'head_heavy_forehead_metal_weighted', 'weapon_nuclear_destruction_weapons_ancient', 'warfare_used_combat_fighting_firefighting', 'authority_symbolizes_symbol_leadership_power']"
15001,hole,4.81,4.25,"[9, 5, 2, 1]","['clot', 'chop', 'mine', 'moat', 'digs']","['digging_excavation_drilling_dug_drilled', 'dangerous_safe_misused_hazard_safety', 'filled_water_fill_nitrogen_fluid', 'depth_depths_perception_vary_varying']"
13653,gold,4.81,4.3076923076923075,"[2, 3, 6, 2, 6, 7, 9, 6, 4, 5, 2, 1, 3]","['lead', 'foil', 'ruby', 'iron', 'ring']","['ingredients_recipes_purity_karats_measure', 'malleable_soft_bendable_pliable_heated', 'electricity_conducts_conductive_conductor_conduct', 'heat_conducts_conductivity_radiant_poorly', 'metal_metallic_metals_heavy_steel', 'yellow_color_green_orange_yellowish', 'jewelry_used_earrings_piece_making', 'metal_made_metals_alloyed_plastic', 'valuable_scarcity_due_value_desirable', 'earth_crust_surface_mined_found', 'shiny_appearance_glistening_looks_sparkly', 'ductile_blockages_ducts_arise_may', 'dense_density_less_heavy_fog']"
4110,cake,4.81,4.375,"[3, 6, 4, 6, 5, 5, 3, 3]","['flan', 'soda', 'coke', 'cola', 'malt']","['layers_multiple_consists_strength_safety', 'flour_wheat_made_aerate_whole', 'decorated_designs_ornate_carvings_beads', 'sugar_sugars_sweeteners_contains_diet', 'flavors_flavored_vanilla_flavor_comes', 'dessert_desserts_served_eaten_type', 'sweet_opposite_usually_often_zygote', 'occasions_special_occasion_anniversaries_weddings']"
27078,ring,4.81,4.888888888888889,"[8, 4, 9, 4, 6, 2, 7, 3, 1]","['opal', 'ruby', 'gold', 'posy', 'oval']","['circular_shape_circle_resembles_elongated', 'fingers_thumb_five_worn_slot', 'jewelry_used_earrings_piece_making', 'gemstone_gemstones_precious_pearls_produce', 'metal_made_metals_alloyed_plastic', 'succession_heirloom_passed_heirlooms_council', 'weddings_used_wedding_arrangements_floral', 'commitment_symbolizes_committed_serves_moral', 'engraved_engravings_decorated_text_engraving']"
27388,rump,4.81,5.6,"[5, 6, 5, 7, 5]","['hock', 'lean', 'lamb', 'slim', 'body']","['animal_part_anatomy_located_rear', 'muscles_contains_made_muscle_skin', 'fat_low_content_body_marbled', 'meat_cut_beef_pork_meats', 'located_back_torso_neck_ankle']"
17864,kale,4.81,5.818181818181818,"[7, 21, 7, 4, 3, 4, 7, 5, 2, 3, 1]","['leek', 'beet', 'pear', 'meat', 'kiwi']","['stem_stems_slender_tough_square', 'edible_species_humans_inedible_though', 'green_leaves_fronds_feathery_tops', 'vegetable_cabbage_family_root_member', 'curly_wavy_straight_hair_straightening', 'bitter_taste_slightly_tannins_contains', 'raw_eaten_cooked_fried_baked', 'salads_salad_dressings_used_smoothies', 'fiber_dietary_source_contains_natural', 'calories_low_high_calorie_deficit', 'rich_vitamins_minerals_nutrients_iron']"
9470,door,4.81,7,"[6, 4, 4, 9, 16, 5, 18, 5, 3, 5, 2]","['reel', 'sill', 'gate', 'maul', 'ward']","['building_part_architecture_larger_covers', 'rooms_room_multiple_bedrooms_contains', 'security_measures_provides_cybersecurity_offers', 'privacy_provides_offers_laws_security', 'handle_long_handles_knob_leverage', 'locked_locking_lockable_security_unlocked', 'wood_metal_made_plastic_materials', 'may_mechanism_might_attached_locking', 'hinges_bolts_frames_extra_equipped', 'entrance_exit_entrances_exits_entry', 'window_windows_frame_supports_large']"
12429,food,4.8,3.8,"[4, 3, 7, 3, 2]","['diet', 'beet', 'leek', 'meat', 'kiwi']","['nutrition_nutritional_dietary_value_supplement', 'calories_counting_burns_calorific_calorie', 'raw_eaten_cooked_fried_baked', 'spoil_spoiled_spoiling_spoilage_perceived', 'solid_liquid_solids_gas_liquids']"
3211,boar,4.8,4.090909090909091,"[5, 7, 5, 2, 5, 5, 3, 6, 3, 2, 2]","['bear', 'deer', 'duck', 'stag', 'kick']","['hunted_predators_humans_people_sport', 'lives_forests_wooded_forest_areas', 'roots_root_leaves_true_stems', 'wild_animal_counterparts_aggressive_domestic', 'aggressive_threatened_non_intimidating_aggressiveness', 'noise_sound_loud_produces_cracking', 'husk_tusks_husks_encased_green', 'smell_sense_keen_senses_hearing', 'omnivorous_omnivore_diet_zygote_father', 'pig_pigs_distress_noise_indicative', 'male_sex_biological_sows_boars']"
31728,tank,4.8,4.166666666666667,"[7, 3, 3, 6, 3, 3]","['bomb', 'army', 'halt', 'ruse', 'goat']","['weapons_carry_looting_involve_armaments', 'terrain_rough_traverse_steep_climb', 'firearms_ammunition_bullets_gun_shot', 'military_used_operations_rescue_forces', 'warfare_used_combat_fighting_firefighting', 'warfare_missions_tanks_participates_armored']"
9020,disk,4.8,5.4,"[8, 7, 5, 3, 4]","['disc', 'node', 'bore', 'slab', 'mesa']","['holes_hole_center_18_gap', 'flat_topped_circular_bottomed_rate', 'data_stores_store_stored_storage', 'magnetic_magnets_ferromagnetic_electromagnet_resonance', 'software_version_distribution_hardware_utilizes']"
17663,jeep,4.8,5.555555555555555,"[2, 6, 5, 14, 8, 5, 6, 3, 1]","['quad', 'deck', 'taxi', 'bike', 'pond']","['rugged_shield_hard_sturdy_build', 'vehicle_automobile_road_part_car', 'wheels_four_drive_wheel_two', 'recreation_recreational_used_activities_leisure', 'vehicles_used_bicycles_road_off', 'elevated_ground_surrounding_clearance_level', 'military_used_operations_rescue_forces', 'backrest_armrests_spare_tire_mounted', 'shape_resembles_shaped_boxy_slits']"
2570,beet,4.8,5.7,"[12, 4, 6, 8, 7, 4, 7, 5, 3, 1]","['kale', 'leek', 'fern', 'spud', 'bush']","['leaves_edible_trees_needle_buds', 'grows_underground_ground_close_tuber', 'cuisines_used_dishes_cuisine_various', 'stain_stains_surfaces_clothes_fabrics', 'green_leaves_fronds_feathery_tops', 'vegetable_cabbage_family_root_member', 'raw_eaten_cooked_fried_baked', 'salads_salad_dressings_used_smoothies', 'yellow_red_color_stripes_kernels', 'earthy_taste_smell_sweet_smells']"
5105,city,4.79,3.4,"[7, 2, 4, 2, 4, 2, 3, 1, 5, 4]","['town', 'slum', 'prom', 'quiz', 'toll']","['educational_institutions_students_settings_schools', 'pollution_levels_rural_higher_experiences', 'areas_recreational_area_parks_activities', 'population_populated_densely_density_area', 'buildings_building_towers_skyscrapers_skyline', 'governance_governing_involved_bodies_body', 'urban_areas_towns_area_city', 'transportation_public_hub_options_travel', 'museums_galleries_exhibits_theaters_exhibition', 'roads_infrastructure_bridges_highways_connected']"
29061,skin,4.79,3.4285714285714284,"[3, 3, 8, 3, 2, 2, 5, 4, 3, 3, 2, 5, 3, 2]","['pore', 'acne', 'bone', 'soil', 'sand']","['covers_body_legs_upper_lower', 'layers_multiple_consists_strength_safety', 'color_varies_brown_depending_yellow', 'acne_pimples_site_develop_formation', 'pores_clogged_porous_stomata_blocked', 'signs_aging_shows_deterioration_wrinkles', 'sweat_glands_sweating_absorbs_releases', 'temperature_regulate_homeostasis_body_helps', 'adorned_jewelry_necklaces_tattoos_tattooed', 'sheds_regrows_cells_regularly_dead', 'organs_internal_protects_protection_used', 'heals_heal_time_healing_injured', 'tan_tanned_tanning_sunlight_sun', 'senses_hearing_touch_sight_five']"
36518,wine,4.79,3.857142857142857,"[8, 5, 3, 4, 4, 1, 2]","['mead', 'beer', 'sake', 'cola', 'mull']","['beverage_alcoholic_drink_mulled_japanese', 'alcohol_contains_content_spirits_volume', 'aged_barrels_flavor_enhance_bottles', 'sweet_taste_tart_sweetened_sweetness', 'glasses_served_mugs_beer_standard', 'grapes_fermented_vineyards_wine_produced', 'varieties_coleslaw_comes_different_white']"
5521,cola,4.79,3.8666666666666667,"[3, 4, 8, 5, 6, 3, 5, 3, 5, 4, 3, 2, 3, 3, 1]","['coke', 'soda', 'beer', 'mead', 'flan']","['savory_taste_flavor_distinctive_distinct', 'brown_color_golden_coat_brownish', 'beverage_alcoholic_drink_mulled_japanese', 'carbonated_still_sometimes_often_fatal', 'sugar_sugars_sweeteners_contains_diet', 'fructose_syrup_corn_sugar_high', 'ice_served_zamboni_cubes_slides', 'caffeine_contains_varieties_available_caffeinated', 'served_cold_hot_chilled_warm', 'cans_bottles_comes_bottle_served', 'mixer_cocktails_alcoholic_drinks_used', 'phosphoric_acid_contains_colas_often', 'worldwide_marketed_globally_consumed_eaten', 'sweet_opposite_usually_often_zygote', 'pepsi_marketed_coca_cola_brands']"
27228,roof,4.79,4.4,"[6, 7, 7, 2, 3, 6, 3, 4, 2, 4]","['deck', 'eave', 'dent', 'cast', 'sink']","['building_part_architecture_larger_covers', 'weather_protects_rain_protection_wind', 'flat_topped_circular_bottomed_rate', 'chimneys_vents_ventilation_may_windows', 'made_materials_metal_various_plaster', 'lighting_headlights_skylights_lights_equipped', 'support_structural_provides_supports_poles', 'drainage_drain_drains_gutters_drained', 'structure_structures_structurally_part_man', 'aesthetic_aesthetics_aesthetically_pleasing_appeal']"
27236,room,4.79,4.533333333333333,"[9, 5, 4, 10, 2, 5, 3, 6, 5, 4, 3, 3, 3, 2, 4]","['shed', 'loft', 'lift', 'barn', 'hall']","['door_doors_open_opening_four', 'public_private_privately_publicly_owned', 'decorated_designs_ornate_carvings_beads', 'storage_used_store_storing_equipment', 'windows_may_limited_large_refer', 'walls_thick_reinforcements_drawings_writings', 'acoustically_acoustics_sound_efficient_designed', 'lighting_headlights_skylights_lights_equipped', 'furniture_piece_outdoor_part_chairs', 'drawers_furnished_storage_drawer_desks', 'enclosed_space_open_surrounded_spaces', 'ceiling_high_ceilings_chandeliers_ceilinged', 'floor_plan_floors_buttons_selection', 'infrastructure_outlets_may_electrical_inadequate', 'used_purposes_collecting_puzzles_instructions']"
3249,body,4.79,4.8,"[6, 12, 7, 5, 4, 4, 2, 4, 3, 1]","['arms', 'limb', 'back', 'bone', 'hand']","['muscles_contains_made_muscle_skin', 'skin_covered_covering_exposes_exposed', 'contains_bones_marrow_knuckles_organs', 'oxygen_respiration_extracts_produces_water', 'reproduce_reproduces_quickly_rapidly_able', 'skeletal_skeleton_structure_part_system', 'waste_produces_produced_production_wastewater', 'temperature_regulate_homeostasis_body_helps', 'lifespan_years_several_30_short', 'movement_capable_move_reachable_impede']"
2341,barn,4.79,5.625,"[9, 4, 4, 4, 5, 7, 10, 2]","['silo', 'shed', 'room', 'home', 'pack']","['door_doors_open_opening_four', 'roof_pitched_roofs_shelter_edge', 'farms_found_typically_often_farm', 'livestock_grazing_used_pastures_animals', 'shelter_shelters_provides_makeshift_animals', 'structure_structural_network_unit_basic', 'storage_used_store_storing_equipment', 'grain_stores_silage_pollen_storage']"
12090,flag,4.79,6.333333333333333,"[13, 13, 10, 2, 2, 2, 10, 3, 2]","['sail', 'peso', 'plus', 'card', 'grid']","['fabric_made_tulle_cloth_denim', 'symbol_symbolized_ne_pb_zn', 'flies_fly_wind_speeds_air', 'insignia_emblems_emblem_symbols_symbol', 'mast_masts_attached_mourning_boom', 'national_symbols_features_symbol_country', 'rectangular_shape_square_round_rectangles', 'etiquette_manners_good_subject_protocols', 'displays_colors_color_play_of']"
5419,cock,4.79,6.571428571428571,"[12, 14, 11, 3, 2, 1, 3]","['fowl', 'gull', 'crow', 'beak', 'swan']","['birds_bird_crows_crow_chickens', 'bird_part_small_fatale_fatales', 'feathers_feathery_black_white_vary', 'hair_comb_beard_chauffeur_top', 'bulb_wattle_wattles_lamp_packaging', 'male_female_chicken_males_ruler', 'sperm_fertilized_fertilizes_eggs_produces']"
18806,loaf,4.79,6.875,"[6, 21, 6, 8, 7, 3, 2, 2]","['roll', 'pita', 'bake', 'mill', 'pork']","['crust_browned_creates_crustacean_caramelized', 'edible_species_humans_inedible_though', 'flour_wheat_made_aerate_whole', 'grains_grain_corn_grained_product', 'sandwiches_used_topping_making_make', 'bread_type_shape_spread_biscuit', 'sliced_slice_pickled_crushed_cut', 'dough_made_batter_transforms_leavened']"
15123,hook,4.79,7.428571428571429,"[11, 7, 13, 10, 6, 3, 2]","['vise', 'axes', 'boat', 'wool', 'darn']","['clothing_used_making_garment_garments', 'sharp_sharpened_blade_blunt_tool', 'tool_categorized_garden_instrument_hand', 'fishing_used_sport_fish_fishermen', 'curved_shape_curvature_curves_surface', 'hanging_used_objects_hold_holding', 'walls_mounted_wall_ceiling_installed']"
